idx,text,label,style,scenario_type,has_codeword,codeword,text_masked,vessel,call_sign,mmsi,location,weather,pob,nature,injury
1411,"Uh, this is the, uh, S.V. Wanderlust, just, uh, south of, um, the big rock out here, around, uh, 34.5 North, 75.2 West. Uh, we’ve got some, uh, water ingress. Like, it’s coming in pretty fast, and, um, we're trying to, uh, pump it out but, ya know, not really keeping up. So, uh, PAN PAN, we need some, uh, assistance, like, ASAP. We got three people on board and, uh, no injuries yet but, uh, just worried we might, you know, have a bigger problem soon. Over.",Urgency,informal,water_ingress,True,PAN PAN,"Uh, this is the, uh, S.V. Wanderlust, just, uh, south of, um, the big rock out here, around, uh, 34.5 North, 75.2 West. Uh, we’ve got some, uh, water ingress. Like, it’s coming in pretty fast, and, um, we're trying to, uh, pump it out but, ya know, not really keeping up. So, uh, [SIGNAL], we need some, uh, assistance, like, ASAP. We got three people on board and, uh, no injuries yet but, uh, just worried we might, you know, have a bigger problem soon. Over.",S.V. Wanderlust,WDL1234,123456789,"34.5 North, 75.2 West","calm seas, overcast",3,water ingress,none
1412,"Uh, this is the sailing vessel Ocean Breeze, uh, we're in a bit of a jam here, around, uh, 30 degrees 12 minutes north, 70 degrees 15 minutes west. So, we, uh, lost our engine and, uh, drifting towards, um, some rocks. Conditions are, like, getting pretty rough, you know? We've got, uh, four people on board and, um, no injuries, but we, uh, need a tow, like, ASAP. Can anyone help? Over. 

Oh, and, um, just to say, we’re all good now! Cancel that tow request! We’ve managed to get the engine running again. Ocean Breeze out.",Distress,informal,tow_request,False,NONE,"Uh, this is the sailing vessel Ocean Breeze, uh, we're in a bit of a jam here, around, uh, 30 degrees 12 minutes north, 70 degrees 15 minutes west. So, we, uh, lost our engine and, uh, drifting towards, um, some rocks. Conditions are, like, getting pretty rough, you know? We've got, uh, four people on board and, um, no injuries, but we, uh, need a tow, like, ASAP. Can anyone help? Over. 

Oh, and, um, just to say, we’re all good now! Cancel that tow request! We’ve managed to get the engine running again. Ocean Breeze out.",Ocean Breeze,N/A,N/A,"30 degrees 12 minutes north, 70 degrees 15 minutes west",rough seas,4,engine failure,none
1413,"MAYDAY, MAYDAY, this is the fishing trawler Sea Scout, uh, we're taking on smoke, I think it’s from the engine room. We're about, um, 15 nautical miles off Cape Horn, heading east. Conditions are pretty rough, slight rain, and, uh, wind's picking up. We’ve got, um, five people on board and, uh, we’re trying to contain the fire but it’s spreading fast. Need help, please! Over.",Distress,informal,fire_smoke,True,MAYDAY,"[SIGNAL], [SIGNAL], this is the fishing trawler Sea Scout, uh, we're taking on smoke, I think it’s from the engine room. We're about, um, 15 nautical miles off Cape Horn, heading east. Conditions are pretty rough, slight rain, and, uh, wind's picking up. We’ve got, um, five people on board and, uh, we’re trying to contain the fire but it’s spreading fast. Need help, please! Over.",Sea Scout,null,null,15 nautical miles off Cape Horn,"slight rain, wind picking up",5,fire in engine room,null
1414,"This is the fishing vessel Ocean Hunter, call sign 3EJ34, currently located at latitude 34 degrees 21 minutes North and longitude 120 degrees 45 minutes West. We are experiencing a total engine failure and are adrift. Conditions are calm with a light breeze, but we are approximately 15 nautical miles from the nearest coastline. There are five persons on board. Requesting assistance at your earliest convenience.",Urgency,formal,engine_failure,False,NONE,"This is the fishing vessel Ocean Hunter, call sign 3EJ34, currently located at latitude 34 degrees 21 minutes North and longitude 120 degrees 45 minutes West. We are experiencing a total engine failure and are adrift. Conditions are calm with a light breeze, but we are approximately 15 nautical miles from the nearest coastline. There are five persons on board. Requesting assistance at your earliest convenience.",Ocean Hunter,3EJ34,null,latitude 34 degrees 21 minutes North and longitude 120 degrees 45 minutes West,calm with a light breeze,5,engine failure,null
1415,"SECURITE, SECURITE, this is the fishing vessel Ocean Hunter, call sign 3E98, over. We're currently about 15 nautical miles off Point Break, uh, taking on water, not too serious but, uh, could use a tow back in. Weather’s, um, a bit choppy, 3-meter seas and, uh, wind’s around 20 knots. There are 4 of us on board, all safe but, y'know, we'd feel better with some help. If anyone’s nearby, please respond. Ocean Hunter standing by, over.",Safety,informal,tow_request,True,SECURITE,"[SIGNAL], [SIGNAL], this is the fishing vessel Ocean Hunter, call sign 3E98, over. We're currently about 15 nautical miles off Point Break, uh, taking on water, not too serious but, uh, could use a tow back in. Weather’s, um, a bit choppy, 3-meter seas and, uh, wind’s around 20 knots. There are 4 of us on board, all safe but, y'know, we'd feel better with some help. If anyone’s nearby, please respond. Ocean Hunter standing by, over.",Ocean Hunter,3E98,,15 nautical miles off Point Break,"choppy, 3-meter seas, wind 20 knots",4,taking on water,
1416,"This is the fishing vessel Ocean Whisper, call sign ABC123, currently at position 34 degrees 12 minutes North, 76 degrees 45 minutes West. We have been involved in a collision with the cargo ship Horizon Trader, which is taking on water. All crew members on board Ocean Whisper are accounted for, totaling six persons. The weather is clear, however, we are noticing smoke rising from the Horizon Trader, possibly from their engine room. Immediate assistance is required as we fear for the safety of those on board the other vessel. Over.",Distress,formal,collision,False,NONE,"This is the fishing vessel Ocean Whisper, call sign ABC123, currently at position 34 degrees 12 minutes North, 76 degrees 45 minutes West. We have been involved in a collision with the cargo ship Horizon Trader, which is taking on water. All crew members on board Ocean Whisper are accounted for, totaling six persons. The weather is clear, however, we are noticing smoke rising from the Horizon Trader, possibly from their engine room. Immediate assistance is required as we fear for the safety of those on board the other vessel. Over.",Ocean Whisper,ABC123,null,"34 degrees 12 minutes North, 76 degrees 45 minutes West",clear,6,collision,null
1417,"This is a relay from vessel Ocean Explorer. At approximately 43 degrees 15 minutes North, 70 degrees 24 minutes West, the vessel reported a collision with the fishing boat Sea Breeze. Conditions are clear with light winds and calm seas. Ocean Explorer has sustained minor damage and is assessing the situation. There are four persons on board, and they are unharmed. The Sea Breeze has suffered more significant damage and requires assistance. Their last known position was near the same coordinates. Over.",Urgency,third_party,collision,False,NONE,"This is a relay from vessel Ocean Explorer. At approximately 43 degrees 15 minutes North, 70 degrees 24 minutes West, the vessel reported a collision with the fishing boat Sea Breeze. Conditions are clear with light winds and calm seas. Ocean Explorer has sustained minor damage and is assessing the situation. There are four persons on board, and they are unharmed. The Sea Breeze has suffered more significant damage and requires assistance. Their last known position was near the same coordinates. Over.",Ocean Explorer,OE1234,123456789,"43°15' N, 70°24' W","clear, light winds, calm seas",4,collision,none
1418,"This is the fishing vessel Ocean Hunter, call sign ABC123, currently at position 34 degrees 15 minutes North, 76 degrees 32 minutes West. We are experiencing significant water ingress through a compromised hull. All crew members are accounted for. The vessel is taking on water rapidly, and we require immediate assistance. Current weather conditions are moderate, with winds from the southeast at 15 knots and a 2-meter swell. Please advise on the nearest available support vessels. Over.",Urgency,formal,water_ingress,False,NONE,"This is the fishing vessel Ocean Hunter, call sign ABC123, currently at position 34 degrees 15 minutes North, 76 degrees 32 minutes West. We are experiencing significant water ingress through a compromised hull. All crew members are accounted for. The vessel is taking on water rapidly, and we require immediate assistance. Current weather conditions are moderate, with winds from the southeast at 15 knots and a 2-meter swell. Please advise on the nearest available support vessels. Over.",Ocean Hunter,ABC123,null,"34 degrees 15 minutes North, 76 degrees 32 minutes West","Moderate, winds southeast at 15 knots, 2-meter swell",5,water ingress through compromised hull,none
1419,"This is a relay from the fishing vessel 'Sea Hunter'. They report engine failure approximately 10 nautical miles southwest of Cape Point. Currently engaged in a routine safety drill, the crew is attempting to restore power but request assistance in case they require towing. Weather conditions are clear with a light breeze from the northwest. There are 5 persons on board. No injuries reported at this time. Please advise any nearby vessels to remain vigilant.",Safety,third_party,engine_failure,False,NONE,"This is a relay from the fishing vessel 'Sea Hunter'. They report engine failure approximately 10 nautical miles southwest of Cape Point. Currently engaged in a routine safety drill, the crew is attempting to restore power but request assistance in case they require towing. Weather conditions are clear with a light breeze from the northwest. There are 5 persons on board. No injuries reported at this time. Please advise any nearby vessels to remain vigilant.",Sea Hunter,WQZ1234,123456789,10 nautical miles southwest of Cape Point,clear with a light breeze from the northwest,5,engine failure,none
1420,"This is a relay from the fishing vessel Ocean Hunter. They report steering failure while navigating approximately 12 nautical miles southwest of Cape Cod. The vessel is currently drifting with no injuries reported on board, which is comprised of six crew members. Weather conditions are moderate with 15-knot winds from the northeast and a 2-meter swell. Ocean Hunter is requesting assistance in regaining control of their steering.",Routine,third_party,steering_failure,False,NONE,"This is a relay from the fishing vessel Ocean Hunter. They report steering failure while navigating approximately 12 nautical miles southwest of Cape Cod. The vessel is currently drifting with no injuries reported on board, which is comprised of six crew members. Weather conditions are moderate with 15-knot winds from the northeast and a 2-meter swell. Ocean Hunter is requesting assistance in regaining control of their steering.",Ocean Hunter,KHJ52,123456789,12 nautical miles southwest of Cape Cod,"Moderate, 15-knot winds from the northeast, 2-meter swell",6,steering failure,none
